secid,date,etop,ret
703,20241212,-0.008524812298936714,-0.049662537463578404
705,20241212,1.5036991280050001e-05,-0.05409856369966837
707,20241212,0.005587021628967737,-0.0573334122062098
708,20241212,0.017921650850356678,-0.028995926862527832
709,20241212,0.006242561800545864,-0.040917855703851314
710,20241212,0.0002835413503715498,-0.08796374951551023
711,20241212,-0.002329041373733467,-0.008691884309662168
712,20241212,-0.0030611821938853474,-0.08210215863173576
713,20241212,-0.010342745739257142,0.0202604853914492
715,20241212,0.005060322721087712,-0.09566273760855526
716,20241212,0.00452800366289132,-0.18060255640209177
717,20241212,-0.042945856962382255,-0.11322821681868334
718,20241212,0.011092480072039003,-0.1392172468148548
719,20241212,0.012426869244858496,-0.018723665597239814
720,20241212,-0.0016264552191529015,-0.12899692288782105
721,20241212,-0.004283584394125069,-0.07791466096178656
722,20241212,0.0029136199092375777,-0.036504539454392027
723,20241212,0.0012529084204339132,-0.055556709569479445
725,20241212,0.0062066091871804535,0.009388228055275727
726,20241212,0.020299543583927764,-0.05945740504942121
727,20241212,0.001599027439667951,-0.13476570970175217
728,20241212,0.014703384305160563,-0.038865655989795744
729,20241212,0.016785282015694247,-0.01154943455749391
731,20241212,0.005053064487779561,-0.06244255779692309
733,20241212,0.00876669802657222,-0.04679935640251609
735,20241212,0.00814463051558427,-0.04236272797974483
736,20241212,-0.06968439801270156,-0.10328404776775635
737,20241212,0.005366238582352822,-0.07823471656360892
738,20241212,0.00540505403436421,-0.03577931333315698
739,20241212,0.012581729755953399,-0.03930544430669114
750,20241212,0.0013416330511224915,-0.061220811516809026
751,20241212,-0.0050299988822274915,-0.0881424073421766
752,20241212,0.006259551912896786,0.12156327007601964
753,20241212,0.0024229402573554856,-0.06942466972993899
755,20241212,0.019348060657075332,-0.030536183526212013
756,20241212,0.0069243909273269885,-0.0473700015397549
757,20241212,-0.002250948450194857,-0.06042967714403713
758,20241212,0.002063400489956533,-0.04411256183725365
759,20241212,-0.03863756669134055,0.32605996432222617
761,20241212,-0.10975148473568588,-0.056481177287625584
762,20241212,0.003365678773876101,-0.04706471268565382
766,20241212,0.0007311862626731684,-0.05129885867040751
767,20241212,0.007865904843037026,-0.06106699786141945
768,20241212,0.0037601266499289977,-0.050539587691360355
776,20241212,0.018573109914664897,-0.03559568083793696
777,20241212,0.005791447633560641,-0.06450758972438253
778,20241212,0.0034146322856582964,-0.03386255571512198
779,20241212,0.012305025246209071,-0.08623897717265105
782,20241212,-0.0008270898022527006,-0.07508543466053963
783,20241212,0.016230169847259005,-0.032778290604858706
785,20241212,0.0047615962873842205,-0.058973427547743706
786,20241212,0.01826230414404083,-0.07137201931599446
788,20241212,0.010838953937611024,0.040552043334503685
789,20241212,0.0011927672448057117,-0.0753876494418555
790,20241212,-0.001149976294354376,-0.07662964478316248
791,20241212,0.018558061909227222,-0.027243993889414342
792,20241212,0.009787184230102552,-0.03213975907032285
793,20241212,-0.006478690906051464,-0.07964484077344458
795,20241212,0.0046193932671814925,-0.0983420792314591
796,20241212,-0.00015195443465721437,-0.08242149819366651
797,20241212,-0.028838389511411964,-0.09780811411447177
798,20241212,-0.01710213570107602,-0.09832486629963899
799,20241212,-0.003208974048467326,-0.093559173104101
800,20241212,-0.002645691636293669,-0.040596618206607316
801,20241212,0.0029079272044335628,-0.1302306163942305
802,20241212,-0.0012754104314346986,-0.04078362335084795
803,20241212,0.008275535474558199,-0.08348714455032469
807,20241212,0.025061597324451852,-0.032435202867083235
809,20241212,-0.00971192874427265,0.0712769160640434
810,20241212,0.003398836736210475,-0.022249538870500407
811,20241212,0.016333236925453985,0.02324658753957487
812,20241212,-0.0009629891928638493,-0.11399838683965535
813,20241212,-0.00022689147685850283,-0.10965882279456263
815,20241212,-0.0007595158746348718,-0.015608460756170173
816,20241212,0.0027305502872075255,-0.03606364849523003
818,20241212,0.0005876823753382753,-0.04601090748636538
819,20241212,0.002984978201403037,-0.02830420140795198
820,20241212,-0.001961076423260419,-0.09344860154865509
821,20241212,0.017979982882033823,-0.08875980239262704
822,20241212,-0.008872539461612962,-0.08060726088987646
823,20241212,0.013607734529957198,0.05896233120237482
825,20241212,-0.030677629004144297,-0.05745853148698832
826,20241212,-0.21543315999573545,-0.15170488996462528
828,20241212,0.023787956327922473,-0.05753823091428367
829,20241212,0.0007561709024715516,-0.07808641476683165
830,20241212,0.017391832761107978,-0.026958449565838927
831,20241212,0.0012651903016555708,-0.048109780010351155
833,20241212,0.0079317638998107,-0.0805038817794268
837,20241212,0.0012631339196815736,-0.06757471170627438
838,20241212,-0.0041349185545612325,-0.1074613969248599
839,20241212,-0.0004972384834897142,-0.07089254531689304
848,20241212,0.012247938216298566,-0.03871348644497552
850,20241212,0.02902491138537511,-0.06288190579626518
851,20241212,-0.015460589294513416,-0.047105505824848404
852,20241212,0.0030461254708487938,-0.05466680725533879
856,20241212,-0.0032773485531261367,-0.08523221208544651
858,20241212,0.009967581775257958,-0.05384764172852374
859,20241212,,
860,20241212,-0.0026029947103038656,-0.07884412423636489
862,20241212,0.011648042231094405,-0.05031308448535454
863,20241212,0.010609159458911901,0.12865231620363526
868,20241212,-0.002264601344477324,0.033115865662944666
869,20241212,0.00016918344492461632,-0.029521795262842265
875,20241212,0.015589396116079594,-0.02597594858068153
876,20241212,0.030407826066758604,-0.05484927592727573
877,20241212,-0.007014963152720326,-0.07078149238919818
878,20241212,0.01737871012350432,-0.046096541618961595
880,20241212,0.01198585392079252,-0.05811092167008369
881,20241212,-0.006224652481238712,-0.03954871559514228
882,20241212,0.0008116452636301363,-0.18367985564375866
883,20241212,0.031357519655452464,-0.011035262185286387
885,20241212,0.041794144928213865,-0.0595540307667084
886,20241212,0.0015337091910085712,-0.010757795441998064
887,20241212,0.018160996716115707,-0.050471896663637494
888,20241212,0.014671898358999213,-0.05166477893322796
889,20241212,-0.0032246557746184804,-0.025950446372558056
890,20241212,-0.009245256288059236,-0.13658728581221613
892,20241212,-0.015375123610029063,-0.11446962348552825
893,20241212,0.012348584153556946,-0.047730470306551864
895,20241212,0.016748096819920847,0.009700868010936281
897,20241212,0.008396941252360107,-0.10462520836235467
898,20241212,-0.09523803653684994,-0.0403304047765739
899,20241212,0.034358056824356796,0.013831263121972581
900,20241212,0.020713709559686617,-0.05170640755903755
901,20241212,-0.0014789334911294305,-0.042763747907494265
902,20241212,0.022482828211879854,-0.026197016657907524
903,20241212,-0.02583668526588951,-0.08905708768663201
905,20241212,0.011872465317861762,-0.04910733726113059
906,20241212,0.018863706692369548,-0.08985887053650288
908,20241212,-0.01950220543557882,-0.12332574844851008
909,20241212,-0.007967692157845917,-0.06905533415481147
910,20241212,0.014234071602345192,-0.07625612610885446
911,20241212,-0.011917903506398727,-0.11515805013738023
912,20241212,-0.001128547147401471,-0.07762616617452711
913,20241212,0.012939514671432376,-0.0003414208006681241
915,20241212,0.005277493159219214,-0.07043827646015677
917,20241212,-0.0007232367197222029,-0.07579784876139284
919,20241212,0.004311490615735669,-0.047185611107930736
920,20241212,0.012014822765279331,-0.023355561111403467
921,20241212,0.018199184011768545,-0.031256479811736515
922,20241212,0.0044470663630267575,-0.04850669147049602
923,20241212,0.009991738933836371,-0.04894403644057199
925,20241212,0.00025347113499688884,-0.04467819245320426
926,20241212,-0.004246611498971943,-0.1166912545950366
927,20241212,0.008873345114825385,-0.055464777128047316
928,20241212,0.021900360077648503,-0.051998585173448686
929,20241212,-0.01772131883142705,-0.14042832170076447
930,20241212,-0.004528386599517458,-0.05468405650357899
931,20241212,0.003600425351040183,-0.07423357430146627
932,20241212,0.013539436183111282,-0.03737454955430908
933,20241212,0.03065551816955506,-0.07886452248696607
935,20241212,0.010351220757633776,-0.07543242531621908
936,20241212,0.007238905874026257,-0.009166463845469264
937,20241212,0.008982827819664726,-0.03776367594777297
938,20241212,0.008045584212892452,0.09521806237008512
948,20241212,0.0039868112896183526,-0.051369997964262226
949,20241212,0.005993965106483874,-0.011806533040304212
950,20241212,0.005085383545446559,-0.01519729058956043
951,20241212,0.01515016409663436,-0.038443977734480606
952,20241212,-0.021957623709165763,-0.07809780841504088
953,20241212,0.031248004387925774,-0.07676392089060369
955,20241212,-0.0005035638677969538,-0.1214713336856047
957,20241212,0.011324027426374002,-0.05747567141415222
958,20241212,0.006116003135959401,-0.039058210350342626
959,20241212,-0.007360153845084441,-0.03852068819650023
960,20241212,0.019342492435140097,-0.052838877508372795
962,20241212,0.0058809228831761505,-0.08231435031454681
963,20241212,0.01317229171215857,-0.03424250153163455
965,20241212,-0.001046831206234181,-0.12233610047981758
966,20241212,0.0262361099953644,-0.03118828887078884
967,20241212,0.013528815310953839,-0.03216567660285086
968,20241212,0.011608814640335594,-0.06443854293691809
969,20241212,0.004676177170119692,-0.06592307891471527
970,20241212,0.002293807247658089,0.005286607251928643
972,20241212,-0.01960601237813313,-0.10836597658511771
973,20241212,0.0049088084468301325,-0.07018502978009844
975,20241212,0.013594534790379488,-0.08712353587089883
977,20241212,0.010038906987315249,0.09075329544208488
978,20241212,0.008616521425446388,-0.059362259509840976
980,20241212,-0.004665228982970563,-0.028816308440210103
981,20241212,-0.0069260779073870545,-0.06324941613901858
983,20241212,0.01822926887278036,-0.019387882604588014
985,20241212,0.008229156197217499,-0.014920493853518568
987,20241212,0.018220156690843578,-0.03468962505909057
988,20241212,0.00808469446032494,0.0581053753628622
989,20241212,0.005235213369811153,-0.04401861426074993
990,20241212,0.0029935876759563944,-0.04451158640608277
993,20241212,0.01440687448566966,-0.04542051783172707
995,20241212,0.008731941816161657,-0.030390878263209076
997,20241212,0.012805869527644481,-0.05610278729589102
998,20241212,-0.039009956993776816,-0.02032991074340884
999,20241212,0.009420003469937118,-0.02634333560081703
1201,20241212,0.0075192577647212565,-0.06225054712349076
1202,20241212,0.013885777603377997,-0.10216272389269043
1203,20241212,0.013590985545133551,-0.0630592119298552
1205,20241212,0.01092766964001568,-0.05440080430178318
1206,20241212,0.01684166902540397,-0.056122542692674804
1207,20241212,0.017870934080284222,-0.07869383165189536
1208,20241212,0.0048968817559159284,-0.035113632421589935
1209,20241212,0.0035508164238839176,0.027708979506789744
1210,20241212,-0.012892093113901085,-0.06982307386455511
1211,20241212,0.0005199784444960292,-0.062320666220625376
1212,20241212,0.0047056370019480575,0.027367055998083423
1213,20241212,0.0061640244878738825,-0.0405155892577751
1215,20241212,0.005741425061246437,-0.1336466938887082
1216,20241212,0.01943027810018087,-0.056583249088365206
1217,20241212,0.0018285189251136347,-0.1331065753887717
1218,20241212,0.010296686417647154,-0.06341445941554447
1219,20241212,0.008113357271287189,-0.145298364837549
1222,20241212,0.014095199703292484,-0.0422562124881628
1223,20241212,0.0045981370967185875,-0.03311223550774256
1225,20241212,0.0055637250767347326,-0.019561445350783635
1226,20241212,0.0016164714058794656,-0.05088991257620912
1227,20241212,0.03584052601518507,-0.058558335513110626
1228,20241212,0.01169303675137849,-0.08555594317575721
1229,20241212,0.005320990099273609,-0.09231833823851354
1230,20241212,0.018126917494946826,-0.06596650532566994
1231,20241212,-0.003924658383419689,-0.031140702815740995
1234,20241212,0.006033091131103059,-0.04737423640676952
1236,20241212,0.0003153093681086343,-0.0704017884994329
1238,20241212,-0.0044730610149371864,-0.014062393359671521
1239,20241212,0.003073871406487823,-0.06514048587735144
1255,20241212,0.0045651443142223636,-0.04943386469263422
1256,20241212,0.008623390395134954,-0.06577537147721602
1258,20241212,0.00585242805634314,-0.04586530425424162
1259,20241212,-0.0032369978400648538,-0.05923494728341572
1260,20241212,0.008728955192218392,-0.04976981018515292
1266,20241212,-0.005778300295680447,0.0364652215518797
1267,20241212,0.001730329041977332,-0.13768327945105685
1268,20241212,0.007826140115493712,-0.045569346900050434
1269,20241212,-0.0175498620337919,-0.0368629296388423
1270,20241212,-0.0007549442439055193,-0.09373841891190327
1277,20241212,0.011662838237968024,-0.05766721058544244
1278,20241212,0.003227448244701905,-0.04810534679025402
1279,20241212,0.0030043987438347726,-0.07753572541055698
1282,20241212,0.009039122623942873,-0.08465908968538549
1283,20241212,0.010977872554093621,0.07621789691118952
1286,20241212,0.02605603511801157,-0.025049738579017933
1287,20241212,0.002226334200518459,-0.02001635674526192
1288,20241212,0.004374529434668321,0.008238344743950021
1289,20241212,0.011518241876233,0.001339310274023786
1296,20241212,0.007943633154762346,-0.10970982016765873
1298,20241212,0.001874471687324614,-0.04965900010544899
1299,20241212,0.005712595838282923,-0.07545567098792894
1300,20241212,0.0006318241032332531,-0.056654559537710814
1301,20241212,0.012126732646846704,-0.0613470414918611
1306,20241212,0.002967231568707515,-0.11082684157537592
1308,20241212,0.00849774207916608,-0.03885931713718327
1309,20241212,0.0027133002881455227,0.05124811487896319
1311,20241212,0.01759989870800168,-0.07090411577567024
1313,20241212,-0.003129543470768239,-0.012796246808080891
1314,20241212,0.0020056141495957223,-0.0983362067083633
1316,20241212,0.010556522458641119,-0.04917158726135262
1317,20241212,0.0005222095171928953,-0.04468962846209823
1318,20241212,0.007474012430477895,-0.15093291928924712
1319,20241212,0.0072344746040574025,-0.15044845474624668
1322,20241212,-0.0006667412318751827,-0.11548040267386583
1323,20241212,0.009550345945500954,-0.057068776872693294
1324,20241212,0.004736006874587877,-0.12259918116394797
1326,20241212,0.0065097891951038985,-0.05301980719725574
1328,20241212,0.008277762395546735,-0.012513329720588162
1330,20241212,-0.020338352374243435,-0.07520170491208955
1331,20241212,0.0014847273139124556,-0.06959650046249244
1332,20241212,0.020631290007264713,-0.04607311943690251
1333,20241212,0.01260656446510736,-0.08023862779260194
1336,20241212,0.0016926283449857765,-0.09039027099348573
1337,20241212,0.0058674917623206466,-0.05941242776265754
1338,20241212,0.008806594754836743,-0.07275447040508654
1339,20241212,0.002533187036005116,-0.027485546173320996
1358,20241212,0.0064593011722968805,-0.04871335845819258
1359,20241212,0.012798261377801592,0.0683864815934605
1360,20241212,0.004084078111324476,-0.06936453236536122
1366,20241212,-0.005147461541401798,-0.1002660402339488
1367,20241212,0.009466399490426545,0.04131712967017731
1368,20241212,0.008685492238775691,-0.06539333591843721
1373,20241212,0.001462958683848961,-0.0353837561908289
1376,20241212,0.005774120903799964,-0.044881283851255116
1378,20241212,0.006104455359596031,-0.06197240399166981
1379,20241212,0.003478372469403869,-0.0862994073954022
1380,20241212,0.015984175813515262,-0.039727493048324236
1387,20241212,0.005289192372797261,-0.07868179840312661
1389,20241212,0.009517472245727661,0.1782978539833835
1696,20241212,0.003319674245167813,-0.12052477788797489
1872,20241212,0.0233679625370496,-0.009141452779135473
1896,20241212,-0.006632302570824492,0.05852394135399641
1914,20241212,0.015309940875111495,-0.037663214572523196
1965,20241212,0.017211758775051735,0.0648493109318462
1979,20241212,0.01160941839289343,-0.05268836736000937
2001,20241212,0.026336122445159215,-0.010240591532729382
2003,20241212,0.013710138882848453,0.06274326921213769
2004,20241212,0.014242263619023298,-0.05444598450430882
2005,20241212,-0.0029241388225234653,-0.05211893658868472
2006,20241212,-0.0025875747787586036,-0.149896125805154
2007,20241212,0.015245807528856488,0.0029566429725145227
2008,20241212,0.0070998466340744665,-0.027069069766330278
2009,20241212,0.0033957005958154683,-0.04346423204828309
2010,20241212,-0.003513846445682935,-0.07969943098180488
2011,20241212,0.014523218803551261,-0.03417373870536922
2012,20241212,0.0014349439694399087,-0.0868765452644682
2014,20241212,0.019423206845590332,-0.014267996325883492
2015,20241212,0.014732136234108363,-0.051989526178905954
2016,20241212,-0.0005154292506353779,-0.19366612227793023
2017,20241212,0.005884711038985773,-0.0037535829303644297
2019,20241212,0.007719837028470435,-0.05411781948050076
2020,20241212,0.014635184059383955,-0.03880523597710139
2021,20241212,0.0003009138784665096,-0.09834851877467377
2022,20241212,-0.018763686818691283,-0.08288756012409848
2023,20241212,0.0017857893456593927,-0.061444789522308474
2024,20241212,0.02695908504340434,-0.07003461777594977
2025,20241212,0.0009966227657058724,-0.0739871739753466
2026,20241212,0.011493884593743299,0.017294288999983642
2027,20241212,0.014503700515102271,-0.016904002049546896
2028,20241212,0.010575359200456786,-0.018368937017941844
2029,20241212,0.009504469449214256,-0.08042468625320143
2030,20241212,-0.011123306665260067,-0.07420732369841143
2031,20241212,9.17989153156078e-06,-0.28127439866845694
2032,20241212,0.011312268192308789,-0.022253767424846305
2033,20241212,0.015143210995714763,-0.03936524502218086
